XXXYYXXY,XXYXyXYxY,r2,0,3,True
XXyxY,XXYYYXyXYxyxy,r2,0,7,False
XYXYXy,XXyyxYYxYxyxy,r2,0,5,False
XXyxY,XXYxyXYXXyyyXY,r2,0,10,False
XXyxY,XXYXYxyyXYYXy,r2,0,6,False
XXyxY,XXYXYXYxyyxYXy,r2,0,12,True
XXyxY,XXXYYYYxyXXyxy,r2,0,6,False
XXyyxY,XXXYXXyxxyy,r2,0,4,True
XYYYXYxy,XXYxxyxyXyxyyyyxy,r2,1,9,False
XXXYYXY,XXYYXXYxy,r2,1,5,True
XXYXY,XXYxyXYXyxxY,r2,0,0,True
XXyxY,XXYYXyxYXYXyxy,r2,0,8,True
XXyxY,XXXyyxYxyyxYxY,r2,0,0,True
XYXyxY,XXYYxxyXyXyxY,r2,0,0,True
XXyxY,XXYXyXXYxyxxy,r2,0,1,False
XXyxY,XXXYXXyyxxyxY,r2,0,0,True
XYXyxY,XXYXXYXYYYxyy,r2,3,7,True
XXyxY,XXXYYXXyyyXYxY,r2,0,5,True
XXyxYXYXY,XXYxyyXYxY,r2,4,5,False
XYXyxY,XXyXYYxxYYYXyxy,r2,0,1,False
XXYYYxy,XYYYYYYXy,r1,0,3,False
XYXyxY,XXXYYYYYXYxxyXy,r2,0,3,False
XXyxY,XXYXyXy,r2,2,0,True
XXXYXyXY,XXXXYXYXyxyxY,r2,3,6,True
XXYxY,XXXYxYXXYXYxxY,r2,0,6,True
